iter	RMSE
177	508.7004226
178	508.5980382
179	508.4233752
180	508.323784
181	508.2222626
182	508.1010425
183	507.9811434
184	507.8798344
185	507.7316957
186	507.6152696
187	507.3999794
188	507.2562408
189	507.1357274
190	507.0784062
191	506.9733145
192	506.8558628
193	506.7252313
194	506.5886319
195	506.4813307
196	506.3303282
197	506.13266
198	506.006337
199	505.9058897
200	505.7413888
201	505.6379795
202	505.551749
203	505.4407809
204	505.3302654
205	505.2329056
206	505.0746838
207	504.8700613
208	504.7533143
209	504.6193287
210	504.5211857
211	504.3937773
212	504.2605755
213	504.1574241
214	504.0093775
215	503.8690877
216	503.7313064
217	503.6389162
218	503.5145353
219	503.457823
220	503.3683511
221	503.2593404
222	503.1616081
223	503.0866618
224	502.9806549
225	502.8901855
226	502.7676709
227	502.6661814
228	502.5637151
229	502.4718287
230	502.3686863
231	502.2413337
232	502.143037
233	502.0047641
234	501.8877095
235	501.8018912
236	501.7080083
237	501.6056116
238	501.508748
239	501.4201878
240	501.2744353
241	501.1609133
242	501.092354
243	500.9724687
244	500.8836203
245	500.771489
246	500.6993534
247	500.6358123
248	500.5553021
249	500.4465478
250	500.3661175
251	500.2643113
252	500.1899756
253	500.0967169
254	500.0313091
255	499.9578907
256	499.80906
257	499.7214021
258	499.641793
259	499.5651827
260	499.4832732
261	499.3933308
262	499.279298
263	499.1972878
264	499.0636647
265	498.9582751
266	498.8532415
267	498.7404505
268	498.6696794
269	498.5968471
270	498.5344664
271	498.4588001
272	498.3779229
273	498.3027016
274	498.206966
275	498.128883
276	498.0696042
277	498.0118596
278	497.9505908
279	497.8737007
280	497.7146959
281	497.6215647
282	497.5327687
283	497.4478358
284	497.3512867
285	497.2733527
286	497.1833618
287	497.0945495
288	497.0037784
289	496.9115334
290	496.8450856
291	496.7797464
292	496.6619913
293	496.5756995
294	496.5185106
295	496.3939829
296	496.3006402
297	496.2516838
298	496.1545685
299	496.0349088
300	495.9780066
301	495.9297965
302	495.882018
303	495.8105109
304	495.716903
305	495.6492197
306	495.5754788
307	495.5163503
308	495.4131371
309	495.3369446
310	495.2677996
311	495.1638758
312	495.0549775
313	494.9919575
314	494.9584309
315	494.8352557
316	494.7544015
317	494.7016432
318	494.6190093
319	494.5461997
320	494.464107
321	494.4069548
322	494.3328872
323	494.2645349
324	494.1660464
325	494.0923543
326	494.0106352
327	493.9268172
328	493.8536752
329	493.7679537
330	493.6927257
331	493.6222219
332	493.5580282
333	493.4930211
334	493.4110881
335	493.3362894
336	493.2383319
337	493.1495971
338	493.0692883
339	492.9576966
340	492.8489594
341	492.7196014
342	492.6529917
343	492.5746957
344	492.5342452
345	492.4613165
346	492.3398409
347	492.2646973
348	492.1835369
349	492.1092153
350	492.0538651
351	491.9842741
352	491.940014
353	491.8429635
354	491.7551508
355	491.6965781
356	491.6146643
357	491.5332382
358	491.4933422
359	491.4318978
360	491.3676006
361	491.3055737
362	491.2098159
363	491.1241393
364	491.0485249
365	491.0033559
366	490.9480421
367	490.8500189
368	490.807386
369	490.7252383
370	490.6554598
371	490.5649218
372	490.5243563
373	490.4437435
374	490.4005183
375	490.3434191
376	490.2954852
377	490.237523
378	490.1930431
379	490.1100003
380	490.0634709
381	489.9829304
382	489.9226342
383	489.8876624
384	489.8577081
385	489.7655528
386	489.7218474
387	489.6734918
388	489.6251395
389	489.5653619
390	489.4905475
391	489.4378007
392	489.3922816
393	489.2933573
394	489.2236225
395	489.1434584
396	489.0881131
397	489.0445263
398	488.9533767
399	488.9108514
400	488.8713674
401	488.8030361
402	488.7487728
403	488.6773526
404	488.6280786
405	488.5853175
406	488.5245831
407	488.4650773
408	488.388045
409	488.3081891
410	488.2704017
411	488.2136074
412	488.1581395
413	488.06939
414	488.029526
415	487.9697442
416	487.9344141
417	487.8804398
418	487.8298424
419	487.7665381
420	487.7220468
421	487.6795092
422	487.6384142
423	487.5830708
424	487.5238843
425	487.4764275
426	487.4405435
427	487.3963019
428	487.3403276
429	487.3065288
430	487.2566527
431	487.1991866
432	487.1667146
433	487.129882
434	487.0825282
435	487.0299442
436	486.9778122
437	486.944608
438	486.8705416
439	486.8122909
440	486.7541973
441	486.7138973
442	486.6620774
443	486.5758205
444	486.5093505
445	486.4820952
446	486.4043285
447	486.3602045
448	486.3167958
449	486.287304
450	486.270466
451	486.2174506
452	486.1521664
453	486.0921425
454	486.0222566
455	485.9445206
456	485.9042328
457	485.8696539
458	485.8414734
459	485.8045147
460	485.7657476
461	485.7301984
462	485.6757143
463	485.6296537
464	485.6085765
465	485.541444
466	485.4830637
467	485.4158516
468	485.3609076
469	485.2926398
470	485.2356526
471	485.1965224
472	485.1515893
473	485.100874
474	485.0294631
475	485.0011755
476	484.9565307
477	484.9298794
478	484.8280936
479	484.7792191
480	484.7384911
481	484.6832335
482	484.6168361
483	484.5631089
484	484.5087731
485	484.4624921
486	484.4285838
487	484.359252
488	484.3173076
489	484.2808571
490	484.2511981
491	484.1767225
492	484.1099854
493	484.0549666
494	483.9810072
495	483.9186065
496	483.8583295
497	483.8159633
498	483.7518241
499	483.6801304
500	483.5960662
501	483.5484156
502	483.4995169
503	483.4674805
504	483.4323717
505	483.3724071
506	483.3174722
507	483.2588819
508	483.1968913
509	483.1477205
510	483.08655
511	483.0508571
512	483.0097169
513	482.9746683
514	482.9534423
515	482.8768508
516	482.7922276
517	482.7540384
518	482.7193194
519	482.6464633
520	482.6079171
521	482.5537267
522	482.5070366
523	482.4371235
524	482.3981023
525	482.3587956
526	482.2707903
527	482.2004441
528	482.1753002
529	482.1421577
530	482.0448479
531	482.0067229
532	481.9785691
533	481.9312041
534	481.8637659
535	481.8168724
536	481.7741098
537	481.7361857
538	481.7106617
539	481.6830472
540	481.6178074
541	481.5467024
542	481.5116666
543	481.4692866
544	481.4339991
545	481.4080487
546	481.3518789
547	481.3062937
548	481.2762652
549	481.2284724
550	481.1740075
551	481.126227
552	481.0702387
553	481.0494229
554	481.0222138
555	480.9541002
556	480.8989296
557	480.8700324
558	480.8378173
559	480.812135
560	480.7670797
561	480.7459306
562	480.6916703
563	480.6483715
564	480.6119447
565	480.5554559
566	480.5136001
567	480.4621927
568	480.4315474
569	480.3681808
570	480.3116189
571	480.2443082
572	480.2007546
573	480.1590725
574	480.1042673
575	480.0737384
576	480.037711
577	480.0067382
578	479.9780518
579	479.9563111
580	479.9164194
581	479.8373069
582	479.8145266
583	479.7752134
584	479.7378822
585	479.6988254
586	479.6709106
587	479.6382921
588	479.567352
589	479.5014003
590	479.4640838
591	479.4395305
592	479.399064
593	479.3480679
594	479.3096327
595	479.303064
596	479.2578103
597	479.2081632
598	479.1564926
599	479.1171431
600	479.0471624
601	478.9709655
602	478.9462658
603	478.8938122
604	478.8619967
605	478.8283599
606	478.8025928
607	478.7797819
608	478.7030045
609	478.6483554
610	478.5984046
611	478.5573985
612	478.5313527
613	478.4834441
614	478.4587447
615	478.4199722
616	478.3843656
617	478.3429256
618	478.3094405
619	478.2481731
620	478.2263069
621	478.184455
622	478.1419152
623	478.0998469
624	478.065397
625	478.0482389
626	477.9945412
627	477.9582786
628	477.9043612
629	477.8844301
630	477.828048
631	477.7717242
632	477.7467956
633	477.7024719
634	477.6754005
635	477.6375054
636	477.6057603
637	477.5875792
638	477.5547031
639	477.5271755
640	477.4813422
641	477.427635
642	477.3592452
643	477.331211
644	477.247656
645	477.2158272
646	477.1770838
647	477.1343869
648	477.0906975
649	477.0411466
650	477.0020303
651	476.9481598
652	476.9017537
653	476.8573244
654	476.8116666
655	476.7630327
656	476.7251581
657	476.6990469
658	476.6404997
659	476.5999677
660	476.5530665
661	476.5075105
662	476.4765918
663	476.4428837
664	476.414698
665	476.3923301
666	476.3554982
667	476.312131
668	476.2877769
669	476.2318096
670	476.1689822
671	476.1510879
672	476.1229944
673	476.0938734
674	476.0610317
675	476.0109247
676	475.9593122
677	475.9419892
678	475.8853202
679	475.8527878
680	475.8030235
681	475.7695006
682	475.7359654
683	475.6964491
684	475.6539013
685	475.6211635
686	475.5912661
687	475.5256803
688	475.4651392
689	475.4223534
690	475.3512058
691	475.2812517
692	475.2467709
693	475.1803057
694	475.1057686
695	475.0720087
696	475.0211016
697	474.9964309
698	474.958109
699	474.928781
700	474.902997
701	474.8535922
702	474.8201399
703	474.8008264
704	474.7540099
705	474.7274848
706	474.7069284
707	474.6749235
708	474.6553226
709	474.6262071
710	474.5950535
711	474.5577046
712	474.5052248
713	474.475175
714	474.4447611
715	474.4022532
716	474.3642398
717	474.3228656
718	474.2824392
719	474.2451569
720	474.1990634
721	474.1580078
722	474.1299986
723	474.0863024
724	474.0400441
725	474.0070514
726	473.9832515
727	473.9380929
728	473.9033065
729	473.8720292
730	473.8173615
731	473.7745596
732	473.7194877
733	473.6958829
734	473.6130317
735	473.5647475
736	473.5305535
737	473.4901861
738	473.4846828
739	473.4362843
740	473.3919148
741	473.3301711
742	473.298883
743	473.2333242
744	473.1789624
745	473.1371603
746	473.1132904
747	473.0818352
748	473.0363317
749	472.9901926
750	472.9653245
751	472.9170394
752	472.8870816
753	472.8199207
754	472.7943541
755	472.7502037
756	472.6949161
757	472.6654662
758	472.6410853
759	472.614729
760	472.5770034
761	472.5356575
762	472.4996846
763	472.4545637
764	472.4263841
765	472.3876721
766	472.3459642
767	472.3120128
768	472.2865807
769	472.2536668
770	472.2187878
771	472.1696585
772	472.1354097
773	472.0752699
774	472.0513439
775	472.0187659
776	471.9979171
777	471.9586348
778	471.9343923
779	471.8923776
780	471.8646187
781	471.8360955
782	471.8112804
783	471.765541
784	471.7284278
785	471.7239949
786	471.6870723
787	471.6645167
788	471.606812
789	471.5534745
790	471.4892586
791	471.4414837
792	471.4044698
793	471.3652764
794	471.3395581
795	471.3087121
796	471.2752819
797	471.2332321
798	471.1839372
799	471.166859
800	471.1161106
801	471.0817064
802	471.0530033
803	470.9994336
804	470.9212134
805	470.8957264
806	470.8607629
807	470.8350624
808	470.8155231
809	470.8006974
810	470.7973345
811	470.7254558
812	470.6845214
813	470.6626743
814	470.6017037
815	470.5663325
816	470.528758
817	470.4796981
818	470.4307868
819	470.3990725
820	470.3786194
821	470.3262664
822	470.2667406
823	470.208022
824	470.177915
825	470.1144111
826	470.0657952
827	470.0337522
828	470.0039417
829	469.939807
830	469.9028789
831	469.8611713
832	469.8215734
833	469.7876845
834	469.7613557
835	469.7316935
836	469.683749
837	469.647812
838	469.6281377
839	469.5989746
840	469.5647998
841	469.5194242
842	469.4935925
843	469.4355733
844	469.4048484
845	469.3653843
846	469.3193876
847	469.2970444
848	469.2301575
849	469.1744178
850	469.1439898
851	469.114508
852	469.0647687
853	469.0086644
854	468.9730987
855	468.9488453
856	468.8978711
857	468.8595971
858	468.8184296
859	468.7842468
860	468.7376872
861	468.7053042
862	468.6603794
863	468.6095021
864	468.5704364
865	468.5417457
866	468.5188278
867	468.4672862
868	468.4472459
869	468.3990195
870	468.3530883
871	468.3025836
872	468.2519343
873	468.1900929
874	468.1487598
875	468.1129584
876	468.0597734
877	468.0281128
878	467.9948944
879	467.9467054
880	467.9007477
881	467.8647725
882	467.8390576
883	467.8153251
884	467.7956879
885	467.7658018
886	467.7379817
887	467.7074159
888	467.6640218
889	467.6247155
890	467.5764037
891	467.5551481
892	467.5141116
893	467.4493285
894	467.4139219
895	467.3882645
896	467.3533507
897	467.3259968
898	467.2808148
899	467.2400309
900	467.217438
901	467.1927746
902	467.1411243
903	467.1133243
904	467.0863808
905	467.0372937
906	466.9955719
907	466.9759405
908	466.9375206
909	466.9002816
910	466.8747371
911	466.8073586
912	466.7589265
913	466.7383261
914	466.6745048
915	466.6530624
916	466.6228773
917	466.574292
918	466.5376792
919	466.5140967
920	466.4776955
921	466.4391082
922	466.4034493
923	466.34772
924	466.3111984
925	466.2751175
926	466.2377599
927	466.2042308
928	466.1828446
929	466.1484981
930	466.0993873
931	466.0797289
932	466.0529763
933	466.0318487
934	466.0100903
935	465.978116
936	465.9420018
937	465.9064076
938	465.8806999
939	465.834891
940	465.8015903
941	465.7741708
942	465.7480016
943	465.7311269
944	465.7126667
945	465.6468932
946	465.5755145
947	465.5467925
948	465.5092389
949	465.4643541
950	465.4306474
951	465.400195
952	465.3620718
953	465.3441315
954	465.3139646
955	465.2811978
956	465.250595
957	465.2278249
958	465.1833253
959	465.1536017
960	465.1057275
961	465.0788892
962	465.0462478
963	464.9868217
964	464.9423425
965	464.9145733
966	464.8603883
967	464.8321812
968	464.7981795
969	464.7448114
970	464.7090221
971	464.6728285
972	464.6537522
973	464.6243217
974	464.6039044
975	464.5570583
976	464.5376295
977	464.4777503
978	464.4238071
979	464.3838124
980	464.3488998
981	464.3234194
982	464.2989795
983	464.2607206
984	464.2173379
985	464.1543032
986	464.0941353
987	464.0576848
988	464.008807
989	463.9726889
990	463.9371329
991	463.8902688
992	463.8611044
993	463.8138931
994	463.7579121
995	463.7338332
996	463.6751885
997	463.6498918
998	463.6063271
999	463.5863434
